,Open Bid_x,Open Bid_y,weekday_y,Short Swap USDDKK,Long Swap USDDKK
2005-12-03,4.08,2.3,5,-1.001291989664083e-05,8.912948381452318e-06
2005-12-04,4.08,2.3,6,-1.001291989664083e-05,8.912948381452318e-06
2005-12-05,4.07,2.3,0,-1.004728132387707e-05,8.875739644970414e-06
2005-12-06,4.09,2.3,1,-1.0115606936416189e-05,8.950010914647455e-06
2005-12-07,4.17,2.3,2,-3.115117014547755e-05,2.7724049000644746e-05
2005-12-08,4.22,2.26,3,-1.0724000836995188e-05,9.365687526607067e-06
2005-12-09,4.22,2.25,4,-1.0549194232400337e-05,9.41890166028097e-06
2005-12-10,4.24,2.3,5,-1.0547201336675024e-05,9.48897370653096e-06
2005-12-11,4.24,2.3,6,-1.0547201336675024e-05,9.48897370653096e-06
2005-12-12,4.18,2.3,0,-1.0416666666666668e-05,9.277134277134274e-06
2005-12-13,4.22,2.25,1,-1.0549194232400337e-05,9.41890166028097e-06
2005-12-14,4.3,2.25,2,-3.242481203007519e-05,2.9088050314465403e-05
2005-12-15,4.25,2.3,3,-1.0416666666666668e-05,9.523809523809523e-06
2005-12-16,4.29,2.3,4,-1.0514752040175767e-05,9.66183574879227e-06
2005-12-17,4.29,2.3,5,-1.0514752040175767e-05,9.66183574879227e-06
2005-12-18,4.29,2.3,6,-1.0514752040175767e-05,9.66183574879227e-06
2005-12-19,4.29,2.3,0,-1.0514752040175767e-05,9.66183574879227e-06
2005-12-20,4.19,2.3,1,-1.0449485402226424e-05,9.312780989081569e-06
2005-12-21,4.29,2.3,2,-3.15442561205273e-05,2.8985507246376814e-05
2005-12-22,4.29,2.25,3,-1.0776313036200041e-05,9.66183574879227e-06
2005-12-23,4.29,2.3,4,-1.0514752040175767e-05,9.66183574879227e-06
2005-12-24,4.29,2.3,5,-1.0514752040175767e-05,9.66183574879227e-06
2005-12-25,4.3,2.3,6,-1.0547201336675024e-05,9.696016771488468e-06
2005-12-26,4.33,2.3,0,-1.0896255371393494e-05,9.797790285595162e-06
2005-12-27,4.43,2.3,1,-1.0958205912334354e-05,1.012891344383057e-05
2005-12-28,4.43,2.3,2,-3.287461773700306e-05,2.961939840392879e-05
2005-12-29,4.44,2.25,3,-1.1243386243386244e-05,1.0161356209150328e-05
2005-12-30,4.21,2.3,4,-1.0514752040175767e-05,9.383663894220514e-06
2005-12-31,4.31,2.3,5,-1.0579528872211802e-05,9.730069052102947e-06
2006-01-01,4.31,2.3,6,-1.0579528872211802e-05,9.730069052102947e-06
2006-01-02,4.3,2.3,0,-1.0547201336675024e-05,9.696016771488468e-06
2006-01-03,4.3,2.25,1,-1.0808270676691729e-05,9.958071278825997e-06
2006-01-04,4.3,2.25,2,-3.242481203007519e-05,2.987421383647799e-05
2006-01-05,4.31,2.25,3,-1.084010840108401e-05,9.991630048127223e-06
2006-01-06,4.3,2.25,4,-1.0808270676691729e-05,9.958071278825997e-06
2006-01-07,4.31,2.3,5,-1.0579528872211802e-05,9.730069052102947e-06
2006-01-08,4.3,2.3,6,-1.0547201336675024e-05,9.696016771488468e-06
2006-01-09,4.3,2.3,0,-1.0547201336675024e-05,9.696016771488468e-06
2006-01-10,4.29,2.24,1,-1.0828625235404896e-05,9.71434572568788e-06
2006-01-11,4.3,2.28,2,-3.195488721804511e-05,2.940251572327044e-05
2006-01-12,4.3,2.25,3,-1.0808270676691729e-05,9.958071278825997e-06
2006-01-13,4.3,2.27,4,-1.0703842940685046e-05,9.853249475890987e-06
2006-01-14,4.3,2.28,5,-1.0651629072681704e-05,9.800838574423479e-06
2006-01-15,4.3,2.28,6,-1.0651629072681704e-05,9.800838574423479e-06
2006-01-16,4.31,2.28,0,-1.0683760683760685e-05,9.834693450512659e-06
2006-01-17,4.3,2.3,1,-1.0547201336675024e-05,9.696016771488468e-06
2006-01-18,4.3,2.27,2,-3.2111528822055134e-05,2.8773584905660375e-05
2006-01-19,4.3,2.27,3,-1.0703842940685046e-05,9.591194968553458e-06
2006-01-20,4.3,2.25,4,-1.0808270676691729e-05,9.696016771488468e-06
2006-01-21,4.3,2.32,5,-1.044277360066834e-05,9.853249475890987e-06
2006-01-22,4.3,2.32,6,-1.044277360066834e-05,9.853249475890987e-06
2006-01-23,4.3,2.25,0,-1.0808270676691729e-05,9.43396226415094e-06
2006-01-24,4.37,2.29,1,-1.103988603988604e-05,9.983447134285124e-06
2006-01-25,4.4,2.25,2,-3.4090909090909085e-05,2.932098765432099e-05
2006-01-26,4.46,2.31,3,-1.121121121121121e-05,1.0175010175010177e-05
2006-01-27,4.44,2.25,4,-1.1482150020056156e-05,9.906045751633989e-06
2006-01-28,4.5,2.32,5,-1.1250497809637595e-05,1.0505050505050503e-05
2006-01-29,4.45,2.32,6,-1.1161161161161162e-05,1.0346585117227321e-05
2006-01-30,4.47,2.25,0,-1.1540767386091127e-05,1.0004062563477554e-05
2006-01-31,4.53,2.25,1,-1.1511511511511511e-05,1.019690576652602e-05
2006-02-01,4.53,2.25,2,-3.453453453453453e-05,3.059071729957806e-05
2006-02-02,4.47,2.23,3,-1.1640687450039967e-05,1.0359536867763558e-05
2006-02-03,4.55,2.23,4,-1.1669658886894077e-05,1.061061061061061e-05
2006-02-04,4.5,2.26,5,-1.1549183592194345e-05,1.0303030303030304e-05
2006-02-05,4.5,2.26,6,-1.1549183592194345e-05,1.0303030303030304e-05
2006-02-06,4.47,2.23,0,-1.1640687450039967e-05,1.0359536867763558e-05
2006-02-07,4.51,2.23,1,-1.1582430806257521e-05,1.048598507763662e-05
2006-02-08,4.47,2.23,2,-3.49220623501199e-05,3.107861060329068e-05
2006-02-09,4.47,2.23,3,-1.1640687450039967e-05,1.0359536867763558e-05
2006-02-10,4.51,2.23,4,-1.1669658886894077e-05,1.048598507763662e-05
2006-02-11,4.48,2.28,5,-1.1331728840754112e-05,1.0137875101378751e-05
2006-02-12,4.46,2.28,6,-1.1390887290167866e-05,1.0073260073260074e-05
2006-02-13,4.48,2.28,0,-1.1420307201276682e-05,1.0137875101378751e-05
2006-02-14,4.46,2.27,1,-1.1440847322142286e-05,1.0124135124135122e-05
2006-02-15,4.51,2.26,2,-3.4296028880866426e-05,3.100423472474289e-05
2006-02-16,4.48,2.31,3,-1.1270696189906245e-05,9.985806974858071e-06
2006-02-17,4.46,2.19,4,-1.1840527577937651e-05,1.053113553113553e-05
2006-02-18,4.47,2.22,5,-1.1719529224017554e-05,1.0410318911232988e-05
2006-02-19,4.46,2.22,6,-1.1690647482014388e-05,1.0378510378510379e-05
2006-02-20,4.46,2.22,0,-1.1690647482014388e-05,1.0632885632885632e-05
2006-02-21,4.46,2.17,1,-1.194044764188649e-05,1.0632885632885632e-05
2006-02-22,4.46,2.25,2,-3.462230215827338e-05,3.0677655677655675e-05
2006-02-23,4.45,2.12,3,-1.2162162162162162e-05,1.085626911314985e-05
2006-02-24,4.51,2.29,4,-1.1281588447653429e-05,1.0183504738858638e-05
2006-02-25,4.49,2.31,5,-1.121121121121121e-05,1.0018214936247726e-05
2006-02-26,4.49,2.31,6,-1.121121121121121e-05,1.0018214936247726e-05
2006-02-27,4.48,2.39,0,-1.0871733492918415e-05,9.833738848337391e-06
2006-02-28,4.48,2.41,1,-1.0648985332529636e-05,9.732360097323602e-06
2006-03-01,4.46,2.42,2,-3.207434052757793e-05,2.8846153846153842e-05
2006-03-02,4.51,2.53,3,-1.0078219013237065e-05,8.973583383746723e-06
2006-03-03,4.46,2.57,4,-9.942046362909672e-06,8.852258852258851e-06
2006-03-04,4.51,2.6,5,-9.888690121248262e-06,8.620689655172412e-06
2006-03-05,4.51,2.6,6,-9.888690121248262e-06,8.620689655172412e-06
2006-03-06,4.46,2.6,0,-9.792166266986409e-06,8.445258445258446e-06
2006-03-07,4.51,2.61,1,-9.67709586843161e-06,8.570276265376082e-06
2006-03-08,4.46,2.62,2,-2.9076738609112705e-05,2.5030525030525033e-05
2006-03-09,4.48,2.64,3,-9.657506969334925e-06,8.313057583130579e-06
2006-03-10,4.51,2.6,4,-9.727236261532289e-06,8.620689655172412e-06
2006-03-11,4.5,2.62,5,-9.757068896853842e-06,8.484848484848488e-06
2006-03-12,4.47,2.65,6,-9.57510472770796e-06,8.226691042047531e-06
2006-03-13,4.48,2.62,0,-9.724715739078394e-06,8.414436334144366e-06
2006-03-14,4.5,2.63,1,-9.707287933094385e-06,8.434343434343434e-06
2006-03-15,4.52,2.63,2,-2.9411764705882357e-05,2.5513285024154585e-05
2006-03-16,4.59,2.57,3,-1.031885758998435e-05,9.043927648578812e-06
2006-03-17,4.59,2.59,4,-1.0221048513302034e-05,8.944543828264759e-06
2006-03-18,4.59,2.62,5,-1.0043111894963745e-05,8.795468097793679e-06
2006-03-19,4.59,2.23,6,-1.1953752694493436e-05,1.0733452593917709e-05
2006-03-20,4.61,2.62,0,-1.0136452241715399e-05,8.863141216082393e-06
2006-03-21,4.64,2.57,1,-1.0471204188481676e-05,9.210007880220644e-06
2006-03-22,4.63,2.57,2,-3.141361256544503e-05,2.7531083481349906e-05
2006-03-23,4.73,2.56,3,-1.0786559755631923e-05,9.550126042272641e-06
2006-03-24,4.75,2.55,4,-1.0892313546423138e-05,9.66183574879227e-06
2006-03-25,4.78,2.7,5,-1.0238907849829354e-05,9.611687812379856e-06
2006-03-26,4.75,2.7,6,-1.020892687559354e-05,9.51690821256039e-06
2006-03-27,4.75,2.55,0,-1.0892313546423138e-05,9.66183574879227e-06
2006-03-28,4.75,2.56,1,-1.0873694207027538e-05,9.61352657004831e-06
2006-03-29,4.75,2.55,2,-3.2676940639269414e-05,2.8985507246376814e-05
2006-03-30,4.78,2.55,3,-1.0834287896143567e-05,9.755863129565552e-06
2006-03-31,4.75,2.7,4,-1.0026866244482824e-05,9.51690821256039e-06
2006-04-01,4.76,2.72,5,-9.961685823754788e-06,9.45216049382716e-06
2006-04-02,4.76,2.56,6,-1.0727969348659003e-05,9.645061728395062e-06
2006-04-03,4.76,2.56,0,-1.0727969348659003e-05,9.645061728395062e-06
2006-04-04,4.76,2.73,1,-9.913793103448277e-06,9.403935185185184e-06
2006-04-05,4.75,2.57,2,-3.195164075993091e-05,2.8695652173913034e-05
2006-04-06,4.74,2.57,3,-1.062091503267974e-05,9.53348819202478e-06
2006-04-07,4.75,2.57,4,-1.0650546919976972e-05,9.565217391304345e-06
2006-04-08,4.75,2.62,5,-1.0410669737094607e-05,9.32367149758454e-06
2006-04-09,4.75,2.59,6,-1.0554596046824027e-05,9.468599033816425e-06
2006-04-10,4.75,2.62,0,-1.0410669737094607e-05,9.32367149758454e-06
2006-04-11,4.75,2.72,1,-9.930915371329879e-06,9.420289855072464e-06
2006-04-12,4.75,2.56,2,-3.2095567069660336e-05,2.8840579710144927e-05
2006-04-13,4.75,2.56,3,-1.0698522356553445e-05,9.61352657004831e-06
2006-04-14,4.76,2.56,4,-1.0698522356553445e-05,9.645061728395062e-06
2006-04-15,4.75,2.57,5,-1.0768057937869259e-05,9.565217391304345e-06
2006-04-16,4.75,2.57,6,-1.0768057937869259e-05,9.565217391304345e-06
2006-04-17,4.74,2.57,0,-1.0768057937869259e-05,9.53348819202478e-06
2006-04-18,4.72,2.55,1,-1.0834287896143567e-05,9.566822066822065e-06
2006-04-19,4.74,2.55,2,-3.223949337938976e-05,2.8890824622531944e-05
2006-04-20,4.74,2.55,3,-1.0863350485991996e-05,9.630274874177315e-06
2006-04-21,4.77,2.57,4,-1.068007662835249e-05,9.628345850182938e-06
2006-04-22,4.78,2.75,5,-9.848919487473702e-06,9.371395617070359e-06
2006-04-23,4.78,2.75,6,-9.848919487473702e-06,9.371395617070359e-06
2006-04-24,4.78,2.75,0,-9.848919487473702e-06,9.371395617070359e-06
2006-04-25,4.79,2.62,1,-1.0500190912562046e-05,9.45116100556515e-06
2006-04-26,4.78,2.63,2,-3.180011357183419e-05,2.8114186851211077e-05
2006-04-27,4.86,2.61,3,-1.092436974789916e-05,9.71748198710656e-06
2006-04-28,4.86,2.61,4,-1.075268817204301e-05,9.71748198710656e-06
2006-04-29,4.89,2.74,5,-1.0228978978978977e-05,9.762308998302206e-06
2006-04-30,4.84,2.62,6,-1.0849233071455293e-05,9.608066971080672e-06
2006-05-01,4.83,2.62,0,-1.082068577852726e-05,9.576901086335049e-06
2006-05-02,4.9,2.62,1,-1.0849233071455293e-05,9.79284369114878e-06
2006-05-03,4.92,2.62,2,-3.263305322128852e-05,2.9560810810810807e-05
2006-05-04,4.95,2.61,3,-1.1202938475665749e-05,9.990662931839402e-06
2006-05-05,4.99,2.61,4,-1.1120339608711702e-05,1.0109441662029307e-05
2006-05-06,5.0,2.6,5,-1.119402985074627e-05,1.0185185185185186e-05
2006-05-07,5.0,2.72,6,-1.0641238253178552e-05,1.0185185185185186e-05
2006-05-08,5.0,2.6,0,-1.119402985074627e-05,1.0185185185185186e-05
2006-05-09,4.97,2.58,1,-1.1367803447011365e-05,1.0189838079285315e-05
2006-05-10,4.98,2.58,2,-3.418451400329489e-05,3.0657748049052404e-05
2006-05-11,4.98,2.58,3,-1.1394838001098297e-05,1.0219249349684135e-05
2006-05-12,5.01,2.58,4,-1.1313465783664458e-05,1.0306895914217045e-05
2006-05-13,5.0,2.58,5,-1.1286161783674223e-05,1.0277777777777779e-05
2006-05-14,5.0,2.7,6,-1.0733370186106506e-05,1.0277777777777779e-05
2006-05-15,5.0,2.58,0,-1.1286161783674223e-05,1.0277777777777779e-05
2006-05-16,4.96,2.59,1,-1.1321965529886321e-05,1.0113721103653988e-05
2006-05-17,4.96,2.59,2,-3.3965896589658966e-05,3.0341163310961965e-05
2006-05-18,4.99,2.59,3,-1.1212624584717608e-05,1.0202188833240585e-05
2006-05-19,5.0,2.61,4,-1.1147963884282295e-05,1.0138888888888888e-05
2006-05-20,5.0,2.69,5,-1.077943615257048e-05,1.0324074074074075e-05
2006-05-21,5.0,2.69,6,-1.077943615257048e-05,1.0324074074074075e-05
2006-05-22,5.0,2.6,0,-1.119402985074627e-05,1.0185185185185186e-05
2006-05-23,5.0,2.69,1,-1.077943615257048e-05,1.0324074074074075e-05
2006-05-24,4.97,2.72,2,-3.226249313563976e-05,3.0290340591848134e-05
2006-05-25,5.01,2.71,3,-1.0715599705665932e-05,1.0260676650027732e-05
2006-05-26,5.01,2.71,4,-1.0715599705665932e-05,1.0260676650027732e-05
2006-05-27,5.02,2.72,5,-1.0697887970615241e-05,1.0243632336655593e-05
2006-05-28,5.02,2.72,6,-1.0697887970615241e-05,1.0243632336655593e-05
2006-05-29,5.02,2.72,0,-1.0697887970615241e-05,1.0243632336655593e-05
2006-05-30,5.02,2.7,1,-1.0789715335169879e-05,1.0335917312661498e-05
2006-05-31,5.01,2.65,2,-3.2974613686534214e-05,3.133666112035497e-05
2006-06-01,5.01,2.4,3,-1.2141280353200883e-05,1.1369938990571269e-05
2006-06-02,4.96,2.75,4,-1.0588558855885589e-05,9.36800894854586e-06
2006-06-03,5.0,2.85,5,-1.004238068914686e-05,9.490740740740741e-06
2006-06-04,5.0,2.85,6,-1.004238068914686e-05,9.490740740740741e-06
2006-06-05,5.0,2.85,0,-1.004238068914686e-05,9.490740740740741e-06
2006-06-06,5.0,2.8,1,-1.0272710521466743e-05,9.722222222222223e-06
2006-06-07,5.0,2.84,2,-3.0265339966832506e-05,2.861111111111111e-05
2006-06-08,5.0,2.87,3,-9.950248756218907e-06,9.398148148148147e-06
2006-06-09,5.01,2.89,4,-9.887785136129507e-06,8.87409872434831e-06
2006-06-10,5.01,2.9,5,-9.84179543782193e-06,8.827879460158995e-06
2006-06-11,5.01,2.94,6,-9.657836644591611e-06,9.19763357367351e-06
2006-06-12,5.01,2.9,0,-9.84179543782193e-06,8.827879460158995e-06
2006-06-13,5.01,2.92,1,-9.74981604120677e-06,8.735440931780364e-06
2006-06-14,4.97,2.91,2,-2.9654036243822076e-05,2.5963149078726972e-05
2006-06-15,5.02,2.94,3,-9.687786960514233e-06,9.228497600590625e-06
2006-06-16,5.03,2.9,4,-9.900990099009901e-06,8.89073152754745e-06
2006-06-17,5.06,2.94,5,-9.806604634190842e-06,9.350935093509354e-06
2006-06-18,5.06,2.89,6,-1.0034665207079e-05,9.03006967363403e-06
2006-06-19,5.06,2.91,0,-9.943440977923737e-06,8.93839383938394e-06
2006-06-20,5.07,2.9,1,-1.001821493624772e-05,9.0151931173348e-06
2006-06-21,5.1,2.9,2,-3.091397849462366e-05,2.7322404371584706e-05
2006-06-22,5.13,2.94,3,-1.001082251082251e-05,9.561355809316659e-06
2006-06-23,5.22,2.94,4,-1.0294639687610935e-05,9.824937477670598e-06
2006-06-24,5.27,2.85,5,-1.0802469135802469e-05,9.83519404572036e-06
2006-06-25,5.27,2.91,6,-1.0537918871252203e-05,9.569377990430622e-06
2006-06-26,5.27,2.94,0,-1.0405643738977071e-05,9.968102073365231e-06
2006-06-27,5.29,2.88,1,-1.0724331926863573e-05,9.759759759759758e-06
2006-06-28,5.31,2.95,2,-3.1414300736067296e-05,3.0110935023771796e-05
2006-06-29,5.32,2.83,3,-1.1023622047244092e-05,1.0065049226441636e-05
2006-06-30,5.23,3.0,4,-1.019690576652602e-05,9.586231496343856e-06
2006-07-01,5.26,2.88,5,-1.0642995937113586e-05,9.673411430599929e-06
2006-07-02,5.26,2.88,6,-1.0642995937113586e-05,9.673411430599929e-06
2006-07-03,5.22,2.85,0,-1.0829371368198624e-05,9.690961057520541e-06
2006-07-04,5.22,2.97,1,-1.0301109350237714e-05,9.690961057520541e-06
2006-07-05,5.26,2.97,2,-3.0736618971913084e-05,2.9419595314164003e-05
2006-07-06,5.26,2.85,3,-1.077548136371666e-05,9.806531771388e-06
2006-07-07,5.27,2.87,4,-1.0714285714285712e-05,9.746588693957112e-06
2006-07-08,5.26,2.87,5,-1.0687157745981277e-05,9.717784877529284e-06
2006-07-09,5.26,2.87,6,-1.0687157745981277e-05,9.717784877529284e-06
2006-07-10,5.26,2.95,0,-1.0333863275039745e-05,9.895278665246719e-06
2006-07-11,5.24,2.88,1,-1.0751272599613834e-05,9.615384615384614e-06
2006-07-12,5.26,2.95,2,-3.100158982511923e-05,2.9685835995740154e-05
2006-07-13,5.23,2.95,3,-1.0416666666666666e-05,9.809167112537903e-06
2006-07-14,5.26,2.95,4,-1.0333863275039745e-05,9.895278665246719e-06
2006-07-15,5.26,2.95,5,-1.0333863275039745e-05,9.895278665246719e-06
2006-07-16,5.26,2.95,6,-1.0333863275039745e-05,9.895278665246719e-06
2006-07-17,5.2,2.88,0,-1.0670194003527337e-05,9.274193548387097e-06
2006-07-18,5.26,3.01,1,-1.0068892421833596e-05,9.096556620518282e-06
2006-07-19,5.26,2.95,2,-3.100158982511923e-05,2.9685835995740154e-05
2006-07-20,5.26,3.03,3,-9.980568804098219e-06,9.451544195953142e-06
2006-07-21,5.25,2.97,4,-1.0217622080679406e-05,9.777777777777777e-06
2006-07-22,5.27,2.97,5,-1.0273368606701937e-05,9.83519404572036e-06
2006-07-23,5.27,2.97,6,-1.0273368606701937e-05,9.83519404572036e-06
2006-07-24,5.27,2.97,0,-1.0273368606701937e-05,9.83519404572036e-06
2006-07-25,5.25,2.9,1,-1.0527246992215145e-05,1.0088888888888889e-05
2006-07-26,5.25,2.9,2,-3.158174097664543e-05,3.0266666666666666e-05
2006-07-27,5.27,2.8,3,-1.1022927689594357e-05,1.049973418394471e-05
2006-07-28,5.28,2.65,4,-1.1709808064800141e-05,1.0748407643312102e-05
2006-07-29,5.29,2.65,5,-1.173523206751055e-05,1.077548136371666e-05
2006-07-30,5.29,2.65,6,-1.173523206751055e-05,1.077548136371666e-05
2006-07-31,5.22,2.65,0,-1.173523206751055e-05,1.0584137191854232e-05
2006-08-01,5.28,2.95,1,-1.0389153019897868e-05,9.95222929936306e-06
2006-08-02,5.27,3.1,2,-2.9612159329140478e-05,2.751196172248803e-05
2006-08-03,5.28,3.15,3,-9.508716323296353e-06,8.979122434536447e-06
2006-08-04,5.3,3.15,4,-9.765625e-06,9.03880070546737e-06
2006-08-05,5.26,3.18,5,-9.521313766596786e-06,8.785942492012782e-06
2006-08-06,5.27,3.18,6,-9.549973835688121e-06,8.816232500443028e-06
2006-08-07,5.3,3.18,0,-9.492563429571304e-06,8.906525573192242e-06
2006-08-08,5.27,3.18,1,-9.347442680776015e-06,8.816232500443028e-06
2006-08-09,5.29,3.18,2,-2.8217299578059074e-05,2.6629570747217814e-05
2006-08-10,5.27,3.18,3,-9.347442680776015e-06,8.816232500443028e-06
2006-08-11,5.26,3.18,4,-9.318141671082849e-06,8.785942492012782e-06
2006-08-12,5.26,3.13,5,-9.538950715421306e-06,8.56407525736599e-06
2006-08-13,5.26,3.13,6,-9.538950715421306e-06,8.56407525736599e-06
2006-08-14,5.23,3.12,0,-9.640781827786579e-06,8.51614053861245e-06
2006-08-15,5.26,3.12,1,-9.583112524288994e-06,9.052183173588921e-06
2006-08-16,5.23,3.12,2,-2.8662420382165606e-05,2.6886035313001597e-05
2006-08-17,5.25,3.12,3,-9.554140127388536e-06,9.02222222222222e-06
2006-08-18,5.25,3.22,4,-9.111818825194619e-06,8.666666666666668e-06
2006-08-19,5.25,3.21,5,-9.156050955414011e-06,8.711111111111111e-06
2006-08-20,5.25,3.21,6,-9.156050955414011e-06,8.711111111111111e-06
2006-08-21,5.25,3.21,0,-9.156050955414011e-06,8.711111111111111e-06
2006-08-22,5.22,3.21,1,-9.12635123161439e-06,8.619149696320115e-06
2006-08-23,5.22,3.21,2,-2.737905369484317e-05,2.5857449088960345e-05
2006-08-24,5.24,3.21,3,-9.12635123161439e-06,8.680555555555556e-06
2006-08-25,5.25,3.21,4,-9.156050955414011e-06,8.711111111111111e-06
2006-08-26,5.25,3.21,5,-9.156050955414011e-06,8.711111111111111e-06
2006-08-27,5.25,3.21,6,-9.156050955414011e-06,8.711111111111111e-06
2006-08-28,5.22,3.21,0,-9.2445853143159e-06,8.619149696320115e-06
2006-08-29,5.25,3.21,1,-9.156050955414011e-06,8.711111111111111e-06
2006-08-30,5.26,3.21,2,-2.7556968733439324e-05,2.622470713525026e-05
2006-08-31,5.25,3.21,3,-9.156050955414011e-06,8.711111111111111e-06
2006-09-01,5.21,3.21,4,-9.2445853143159e-06,8.588298443370907e-06
2006-09-02,5.25,3.21,5,-9.156050955414011e-06,8.711111111111111e-06
2006-09-03,5.25,3.21,6,-9.156050955414011e-06,8.711111111111111e-06
2006-09-04,5.21,3.15,0,-9.508716323296353e-06,8.319914117015567e-06
2006-09-05,5.25,3.21,1,-9.156050955414011e-06,8.711111111111111e-06
2006-09-06,5.25,3.21,2,-2.7468152866242033e-05,2.6133333333333333e-05
2006-09-07,5.25,3.21,3,-9.156050955414011e-06,8.711111111111111e-06
2006-09-08,5.25,3.21,4,-9.156050955414011e-06,8.711111111111111e-06
2006-09-09,5.25,3.21,5,-9.156050955414011e-06,8.711111111111111e-06
2006-09-10,5.25,3.21,6,-9.156050955414011e-06,8.711111111111111e-06
2006-09-11,5.25,3.21,0,-9.156050955414011e-06,8.711111111111111e-06
2006-09-12,5.25,3.18,1,-9.288747346072189e-06,8.844444444444445e-06
2006-09-13,5.25,3.15,2,-2.826433121019108e-05,2.693333333333333e-05
2006-09-14,5.26,3.16,3,-9.406465288818228e-06,8.963436279730208e-06
2006-09-15,5.25,3.28,4,-8.846426043878277e-06,8.444444444444446e-06
2006-09-16,5.25,3.28,5,-8.846426043878277e-06,8.444444444444446e-06
2006-09-17,5.25,3.28,6,-8.846426043878277e-06,8.444444444444446e-06
2006-09-18,5.25,3.28,0,-8.846426043878277e-06,8.444444444444446e-06
2006-09-19,5.25,3.28,1,-8.846426043878277e-06,8.444444444444446e-06
2006-09-20,5.25,3.28,2,-2.653927813163483e-05,2.5333333333333337e-05
2006-09-21,5.21,3.38,3,-8.465608465608466e-06,7.738414743245658e-06
2006-09-22,5.25,3.3,4,-8.757961783439492e-06,8.22222222222222e-06
2006-09-23,5.26,3.12,5,-9.583112524288994e-06,9.052183173588921e-06
2006-09-24,5.26,3.04,6,-9.936406995230525e-06,8.963436279730208e-06
2006-09-25,5.24,3.05,0,-9.892245186362835e-06,9.08119658119658e-06
2006-09-26,5.25,3.15,1,-9.42144373673036e-06,8.888888888888887e-06
2006-09-27,5.26,3.12,2,-2.8749337572866984e-05,2.7156549520766763e-05
2006-09-28,5.26,2.95,3,-1.0333863275039745e-05,9.584664536741216e-06
2006-09-29,5.26,3.0,4,-1.0113054230701289e-05,9.584664536741216e-06
2006-09-30,5.26,3.05,5,-9.892245186362835e-06,9.362797302094424e-06
2006-10-01,5.26,3.05,6,-9.892245186362835e-06,9.362797302094424e-06
2006-10-02,5.26,3.05,0,-9.892245186362835e-06,9.362797302094424e-06
2006-10-03,5.25,3.4,1,-8.315640481245575e-06,7.77777777777778e-06
2006-10-04,5.25,3.35,2,-2.561040339702761e-05,2.3999999999999994e-05
2006-10-05,5.24,3.4,3,-8.284600389863545e-06,7.745726495726497e-06
2006-10-06,5.21,3.4,4,-8.40817045254446e-06,7.648953301127215e-06
2006-10-07,5.25,3.4,5,-8.315640481245575e-06,7.77777777777778e-06
2006-10-08,5.25,3.4,6,-8.315640481245575e-06,7.77777777777778e-06
2006-10-09,5.25,3.4,0,-8.315640481245575e-06,7.77777777777778e-06
2006-10-10,5.24,3.4,1,-8.284600389863545e-06,7.745726495726497e-06
2006-10-11,5.24,3.4,2,-2.4853801169590635e-05,2.2569444444444447e-05
